category,file,line,call_kind,object,operation,rationale
A,app/api/subscriptions/my-subscription/route.ts,14,from,profiles,SELECT,lecture applicative normale
A,app/api/subscriptions/my-subscription/route.ts,25,from,profiles,SELECT,lecture applicative normale
B,app/api/subscriptions/refresh/route.ts,15,from,profiles,UPDATE,mutation applicative normale
B,app/api/subscriptions/refresh/route.ts,23,from,profiles,UPDATE,mutation applicative normale
B,app/api/subscriptions/refresh/route.ts,47,from,profiles,UPDATE,mutation applicative normale
A,app/api/subscriptions/usage/route.ts,12,from,profiles,SELECT,lecture applicative normale
A,app/api/subscriptions/usage/route.ts,16,from,tracks,SELECT,lecture applicative normale
A,app/api/subscriptions/usage/route.ts,17,from,playlists,SELECT,lecture applicative normale
B,app/api/suno/generate-music-video/route.ts,22,from,ai_tracks,UPDATE,mutation applicative normale
A,app/api/suno/generate-music-video/route.ts,30,from,ai_tracks,SELECT,lecture applicative normale
B,app/api/suno/generate-music-video/route.ts,43,from,ai_tracks,UPDATE,mutation applicative normale
A,app/api/suno/generate-music-video/route.ts,80,from,ai_tracks,SELECT,lecture applicative normale
A,app/api/suno/generate-music-video/route.ts,95,from,ai_credit_balances,SELECT,lecture applicative normale
A,app/api/suno/generate-music-video/route.ts,138,from,ai_credit_balances,SELECT,lecture applicative normale
A,app/api/suno/generate/route.ts,82,from,profiles,SELECT,lecture applicative normale
A,app/api/suno/generate/route.ts,93,from,ai_credit_balances,SELECT,lecture applicative normale
B,app/api/suno/generate/route.ts,278,from,ai_generations,INSERT,mutation applicative normale
A,app/api/suno/generate/route.ts,286,from,ai_credit_balances,SELECT,lecture applicative normale
B,app/api/suno/music-video-callback/route.ts,47,from,ai_tracks,UPDATE,mutation applicative normale
A,app/api/suno/music-video-callback/route.ts,55,from,ai_tracks,SELECT,lecture applicative normale
B,app/api/suno/music-video-callback/route.ts,69,from,ai_tracks,UPDATE,mutation applicative normale
A,app/api/suno/repair-tracks/route.ts,67,from,ai_generations,SELECT,lecture applicative normale
B,app/api/suno/repair-tracks/route.ts,162,from,ai_tracks,UPDATE,mutation applicative normale
A,app/api/suno/save-tracks/route.ts,29,from,ai_generations,SELECT,lecture applicative normale
A,app/api/suno/status/route.ts,22,from,ai_generations,SELECT,lecture applicative normale
A,app/api/suno/timestamped-lyrics/route.ts,34,from,ai_generations,SELECT,lecture applicative normale
A,app/api/suno/timestamped-lyrics/route.ts,41,from,ai_tracks,SELECT,lecture applicative normale
A,app/api/suno/upload-cover/route.ts,46,from,profiles,SELECT,lecture applicative normale
A,app/api/suno/upload-cover/route.ts,75,from,ai_credit_balances,SELECT,lecture applicative normale
B,app/api/suno/upload-cover/route.ts,163,from,ai_generations,INSERT,mutation applicative normale
A,app/api/suno/upload-cover/route.ts,170,from,ai_credit_balances,SELECT,lecture applicative normale
B,app/api/support/route.ts,28,from,support_tickets,INSERT,mutation applicative normale
A,app/api/tracks/[id]/comments/[commentId]/like/route.ts,16,from,comment_likes,SELECT,lecture applicative normale
B,app/api/tracks/[id]/comments/[commentId]/like/route.ts,25,from,comment_likes,DELETE,mutation applicative normale
B,app/api/tracks/[id]/comments/[commentId]/like/route.ts,28,from,comment_likes,INSERT,mutation applicative normale
A,app/api/tracks/[id]/comments/[commentId]/like/route.ts,32,from,comment_likes,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/[commentId]/moderation/route.ts,23,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/[commentId]/moderation/route.ts,30,from,comment_moderation,SELECT,lecture applicative normale
B,app/api/tracks/[id]/comments/[commentId]/moderation/route.ts,67,from,comment_moderation,UPSERT,mutation applicative normale
B,app/api/tracks/[id]/comments/[commentId]/replies/route.ts,25,from,comments,INSERT,mutation applicative normale
A,app/api/tracks/[id]/comments/[commentId]/replies/route.ts,33,from,profiles,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/[commentId]/route.ts,23,from,comments,SELECT,lecture applicative normale
B,app/api/tracks/[id]/comments/[commentId]/route.ts,31,from,comments,UPDATE,mutation applicative normale
A,app/api/tracks/[id]/comments/[commentId]/route.ts,40,from,profiles,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/[commentId]/route.ts,71,from,comments,SELECT,lecture applicative normale
B,app/api/tracks/[id]/comments/[commentId]/route.ts,81,from,comment_moderation,UPSERT,mutation applicative normale
B,app/api/tracks/[id]/comments/[commentId]/route.ts,91,from,comments,DELETE,mutation applicative normale
A,app/api/tracks/[id]/comments/moderation/route.ts,28,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/moderation/route.ts,34,from,comments,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/moderation/route.ts,48,from,comments,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/moderation/route.ts,63,from,profiles,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/moderation/route.ts,70,from,comment_likes,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/moderation/route.ts,81,from,comment_moderation,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/moderation/route.ts,93,from,creator_comment_filters,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/route.ts,26,from,comments,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/route.ts,39,from,profiles,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/route.ts,62,from,comments,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/route.ts,77,from,comments,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/route.ts,89,from,profiles,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/route.ts,97,from,comment_likes,SELECT,lecture applicative normale
B,app/api/tracks/[id]/comments/route.ts,197,from,comments,INSERT,mutation applicative normale
B,app/api/tracks/[id]/comments/route.ts,211,from,comments,INSERT,mutation applicative normale
A,app/api/tracks/[id]/comments/route.ts,250,from,profiles,SELECT,lecture applicative normale
A,app/api/tracks/[id]/comments/route.ts,257,from,tracks,SELECT,lecture applicative normale
B,app/api/tracks/[id]/events/route.ts,88,from,track_events,INSERT,mutation applicative normale
A,app/api/tracks/[id]/featured/route.ts,26,from,tracks,SELECT,lecture applicative normale
B,app/api/tracks/[id]/featured/route.ts,41,from,tracks,UPDATE,mutation applicative normale
A,app/api/tracks/[id]/like/route.ts,34,from,track_likes,SELECT,lecture applicative normale
A,app/api/tracks/[id]/like/route.ts,46,from,track_stats,SELECT,lecture applicative normale
A,app/api/tracks/[id]/like/route.ts,56,from,track_likes,SELECT,lecture applicative normale
B,app/api/tracks/[id]/like/route.ts,111,from,track_likes,INSERT,mutation applicative normale
B,app/api/tracks/[id]/like/route.ts,129,from,track_events,INSERT,mutation applicative normale
A,app/api/tracks/[id]/like/route.ts,148,from,track_likes,SELECT,lecture applicative normale
A,app/api/tracks/[id]/like/route.ts,155,from,track_stats,SELECT,lecture applicative normale
A,app/api/tracks/[id]/like/route.ts,168,from,track_likes,SELECT,lecture applicative normale
A,app/api/tracks/[id]/like/route.ts,182,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/like/route.ts,188,from,profiles,SELECT,lecture applicative normale
B,app/api/tracks/[id]/like/route.ts,248,from,track_likes,DELETE,mutation applicative normale
B,app/api/tracks/[id]/like/route.ts,263,from,track_events,INSERT,mutation applicative normale
A,app/api/tracks/[id]/like/route.ts,277,from,track_stats,SELECT,lecture applicative normale
A,app/api/tracks/[id]/like/route.ts,285,from,track_likes,SELECT,lecture applicative normale
A,app/api/tracks/[id]/plays/route.ts,17,from,ai_tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/plays/route.ts,52,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/plays/route.ts,96,from,ai_tracks,SELECT,lecture applicative normale
B,app/api/tracks/[id]/plays/route.ts,119,from,ai_tracks,UPDATE,mutation applicative normale
A,app/api/tracks/[id]/plays/route.ts,145,from,tracks,SELECT,lecture applicative normale
B,app/api/tracks/[id]/plays/route.ts,167,from,tracks,UPDATE,mutation applicative normale
B,app/api/tracks/[id]/plays/route.ts,216,from,track_views,UPSERT,mutation applicative normale
A,app/api/tracks/[id]/reactions/route.ts,19,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/reactions/route.ts,40,from,track_moment_reactions,SELECT,lecture applicative normale
B,app/api/tracks/[id]/reactions/route.ts,89,from,track_moment_reactions,UPSERT,mutation applicative normale
A,app/api/tracks/[id]/route.ts,45,from,ai_tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/route.ts,189,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/route.ts,203,from,tracks,SELECT,lecture applicative normale
B,app/api/tracks/[id]/route.ts,257,from,tracks,UPDATE,mutation applicative normale
B,app/api/tracks/[id]/route.ts,268,from,tracks,UPDATE,mutation applicative normale
A,app/api/tracks/[id]/route.ts,341,from,tracks,SELECT,lecture applicative normale
B,app/api/tracks/[id]/route.ts,368,from,tracks,DELETE,mutation applicative normale
A,app/api/tracks/[id]/waveform/route.ts,15,from,ai_tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/waveform/route.ts,23,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/[id]/waveform/route.ts,47,from,track_waveforms,SELECT,lecture applicative normale
B,app/api/tracks/[id]/waveform/route.ts,108,from,track_waveforms,UPSERT,mutation applicative normale
A,app/api/tracks/by-ids/route.ts,31,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/comments-count/route.ts,17,from,comments,SELECT,lecture applicative normale
A,app/api/tracks/featured/route.ts,45,from,track_likes,SELECT,lecture applicative normale
A,app/api/tracks/featured/route.ts,59,from,track_likes,SELECT,lecture applicative normale
A,app/api/tracks/featured/route.ts,66,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/most-liked/route.ts,40,from,active_track_boosts,SELECT,lecture applicative normale
A,app/api/tracks/rediscover/route.ts,25,from,track_events,SELECT,lecture applicative normale
A,app/api/tracks/rediscover/route.ts,59,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/rediscover/route.ts,73,from,track_likes,SELECT,lecture applicative normale
A,app/api/tracks/rising/route.ts,20,from,track_events,SELECT,lecture applicative normale
A,app/api/tracks/rising/route.ts,58,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/rising/route.ts,72,from,track_likes,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,98,from,track_likes,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,125,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,140,from,ai_tracks,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,155,from,profiles,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,187,from,track_events,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,215,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,230,from,ai_tracks,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,245,from,profiles,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,277,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/route.ts,349,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/similar/route.ts,39,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/similar/route.ts,44,from,playlist_tracks,SELECT,lecture applicative normale
A,app/api/tracks/similar/route.ts,63,from,playlists,SELECT,lecture applicative normale
A,app/api/tracks/similar/route.ts,67,from,editorial_collections,SELECT,lecture applicative normale
A,app/api/tracks/similar/route.ts,92,from,playlist_tracks,SELECT,lecture applicative normale
A,app/api/tracks/similar/route.ts,99,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/similar/route.ts,108,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/similar/route.ts,117,from,tracks,SELECT,lecture applicative normale
A,app/api/tracks/similar/route.ts,174,from,track_likes,SELECT,lecture applicative normale
A,app/api/upload/route.ts,23,from,profiles,SELECT,lecture applicative normale
A,app/api/upload/route.ts,27,from,tracks,SELECT,lecture applicative normale
B,app/api/upload/route.ts,134,from,tracks,INSERT,mutation applicative normale
A,app/api/upload/route.ts,202,from,profiles,SELECT,lecture applicative normale
A,app/api/upload/route.ts,208,from,user_follows,SELECT,lecture applicative normale
A,app/api/user/preferences/route.ts,15,from,profiles,SELECT,lecture applicative normale
A,app/api/user/preferences/route.ts,43,from,profiles,SELECT,lecture applicative normale
B,app/api/user/preferences/route.ts,51,from,profiles,UPDATE,mutation applicative normale
A,app/api/users/[username]/follow/route.ts,27,from,profiles,SELECT,lecture applicative normale
A,app/api/users/[username]/follow/route.ts,53,from,user_follows,SELECT,lecture applicative normale
B,app/api/users/[username]/follow/route.ts,64,from,user_follows,DELETE,mutation applicative normale
B,app/api/users/[username]/follow/route.ts,78,from,user_follows,INSERT,mutation applicative normale
B,app/api/users/[username]/follow/route.ts,96,rpc,update_follow_counts,MUTATION,mutation applicative normale
B,app/api/users/[username]/follow/route.ts,101,rpc,update_follow_counts,MUTATION,mutation applicative normale
A,app/api/users/[username]/follow/route.ts,118,from,profiles,SELECT,lecture applicative normale
A,app/api/users/[username]/follow/route.ts,153,from,profiles,SELECT,lecture applicative normale
A,app/api/users/[username]/follow/route.ts,171,from,user_follows,SELECT,lecture applicative normale
A,app/api/users/[username]/route.ts,27,from,profiles,SELECT,lecture applicative normale
A,app/api/users/[username]/route.ts,45,from,user_follows,SELECT,lecture applicative normale
A,app/api/users/[username]/route.ts,55,from,tracks,SELECT,lecture applicative normale
A,app/api/users/[username]/route.ts,72,from,ai_tracks,SELECT,lecture applicative normale
A,app/api/users/[username]/route.ts,95,from,track_likes,SELECT,lecture applicative normale
A,app/api/users/[username]/route.ts,143,from,playlists,SELECT,lecture applicative normale
A,app/api/users/[username]/route.ts,226,from,profiles,SELECT,lecture applicative normale
B,app/api/users/[username]/route.ts,245,from,profiles,UPDATE,mutation applicative normale
A,app/api/users/[username]/save-image/route.ts,24,from,profiles,SELECT,lecture applicative normale
B,app/api/users/[username]/save-image/route.ts,62,from,profiles,UPDATE,mutation applicative normale
A,app/api/users/[username]/variations/route.ts,24,from,profiles,SELECT,lecture applicative normale
A,app/api/users/[username]/variations/route.ts,38,from,track_remixes,SELECT,lecture applicative normale
A,app/api/users/[username]/variations/route.ts,55,from,ai_tracks,SELECT,lecture applicative normale
A,app/api/users/following/route.ts,19,from,user_follows,SELECT,lecture applicative normale
A,app/api/users/following/route.ts,31,from,profiles,SELECT,lecture applicative normale
A,app/api/users/popular/route.ts,51,from,active_artist_boosts,SELECT,lecture applicative normale
A,app/api/users/route.ts,49,from,active_artist_boosts,SELECT,lecture applicative normale
A,app/api/users/tracks/route.ts,28,from,tracks,SELECT,lecture applicative normale
A,app/clips/[id]/clipData.ts,6,from,music_clips,SELECT,lecture applicative normale
A,app/discover/page.tsx,66,from,profiles,SELECT,lecture applicative normale
A,app/discover/page.tsx,76,from,ai_tracks,SELECT,lecture applicative normale
A,app/discover/page.tsx,91,from,tracks,SELECT,lecture applicative normale
A,app/embed/[trackId]/page.tsx,14,from,ai_generated_tracks,SELECT,lecture applicative normale
A,app/embed/[trackId]/page.tsx,32,from,tracks,SELECT,lecture applicative normale
A,app/meteo/dashboard/page.tsx,14,from,meteo_team_members,SELECT,lecture applicative normale
A,app/playlists/[id]/opengraph-image.tsx,22,from,playlists,SELECT,lecture applicative normale
A,app/playlists/[id]/opengraph-image.tsx,28,from,profiles,SELECT,lecture applicative normale
A,app/playlists/[id]/opengraph-image.tsx,31,from,playlist_tracks,SELECT,lecture applicative normale
A,app/posts/[id]/opengraph-image.tsx,23,from,creator_posts,SELECT,lecture applicative normale
A,app/posts/[id]/opengraph-image.tsx,42,from,ai_tracks,SELECT,lecture applicative normale
A,app/posts/[id]/opengraph-image.tsx,48,from,profiles,SELECT,lecture applicative normale
A,app/posts/[id]/opengraph-image.tsx,53,from,tracks,SELECT,lecture applicative normale
A,app/posts/[id]/opengraph-image.tsx,58,from,profiles,SELECT,lecture applicative normale
A,app/profile/[username]/opengraph-image.tsx,22,from,profiles,SELECT,lecture applicative normale
A,app/profile/[username]/opengraph-image.tsx,40,from,tracks,SELECT,lecture applicative normale
A,app/track/[id]/opengraph-image.tsx,22,from,ai_tracks,SELECT,lecture applicative normale
A,app/track/[id]/opengraph-image.tsx,33,from,profiles,SELECT,lecture applicative normale
A,app/track/[id]/opengraph-image.tsx,38,from,tracks,SELECT,lecture applicative normale
A,app/track/[id]/opengraph-image.tsx,48,from,profiles,SELECT,lecture applicative normale
B,lib/aiGenerationService.ts,99,from,ai_generations,INSERT,mutation applicative normale
A,lib/aiGenerationService.ts,132,from,ai_generations,SELECT,lecture applicative normale
B,lib/aiGenerationService.ts,146,from,ai_generations,UPDATE,mutation applicative normale
A,lib/aiGenerationService.ts,168,from,ai_tracks,SELECT,lecture applicative normale
A,lib/aiGenerationService.ts,180,from,ai_generations,SELECT,lecture applicative normale
B,lib/aiGenerationService.ts,285,from,ai_tracks,INSERT,mutation applicative normale
B,lib/aiGenerationService.ts,295,from,ai_tracks,UPDATE,mutation applicative normale
A,lib/discoverData.ts,99,from,tracks,SELECT,lecture applicative normale
A,lib/discoverData.ts,129,from,track_likes,SELECT,lecture applicative normale
A,lib/editorialCollections.ts,172,from,editorial_collections,SELECT,lecture applicative normale
A,lib/editorialCollections.ts,186,from,editorial_collections,SELECT,lecture applicative normale
A,lib/editorialCollections.ts,201,from,editorial_collections,SELECT,lecture applicative normale
A,lib/editorialCollections.ts,221,from,playlists,SELECT,lecture applicative normale
A,lib/messaging.ts,94,from,profiles,SELECT,lecture applicative normale
A,lib/messaging.ts,104,from,user_blocks,SELECT,lecture applicative normale
A,lib/messaging.ts,114,from,user_blocks,SELECT,lecture applicative normale
A,lib/messaging.ts,128,from,friendships,SELECT,lecture applicative normale
B,lib/messaging.ts,139,from,friendships,UPSERT,mutation applicative normale
B,lib/messaging.ts,154,from,friendships,DELETE,mutation applicative normale
A,lib/messaging.ts,164,from,conversations,SELECT,lecture applicative normale
A,lib/messaging.ts,172,from,conversation_participants,SELECT,lecture applicative normale
A,lib/messaging.ts,179,from,conversation_participants,SELECT,lecture applicative normale
A,lib/messaging.ts,187,from,conversations,SELECT,lecture applicative normale
B,lib/messaging.ts,205,from,conversations,INSERT,mutation applicative normale
B,lib/messaging.ts,226,from,conversation_participants,UPSERT,mutation applicative normale
B,lib/messaging.ts,250,from,messages,UPSERT,mutation applicative normale
B,lib/messaging.ts,265,from,message_requests,UPDATE,mutation applicative normale
A,lib/messaging.ts,276,from,conversation_participants,SELECT,lecture applicative normale
A,lib/messaging.ts,286,from,conversation_participants,SELECT,lecture applicative normale
B,lib/missions/progress.ts,41,from,user_missions,UPDATE,mutation applicative normale
B,lib/missions/progress.ts,51,from,user_missions,UPDATE,mutation applicative normale
A,lib/missions/progress.ts,78,from,missions,SELECT,lecture applicative normale
A,lib/missions/progress.ts,87,from,user_missions,SELECT,lecture applicative normale
B,lib/missions/progress.ts,118,from,user_missions,INSERT,mutation applicative normale
B,lib/missions/progress.ts,128,from,user_missions,UPDATE,mutation applicative normale
A,lib/musicChallenges.ts,66,from,ai_tracks,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,74,from,tracks,SELECT,lecture applicative normale
B,lib/musicChallenges.ts,80,from,music_challenges,UPDATE,mutation applicative normale
A,lib/musicChallenges.ts,101,from,challenge_entries,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,139,from,music_challenges,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,159,from,music_challenges,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,188,from,music_clips,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,214,from,track_remixes,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,228,from,ai_tracks,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,235,from,profiles,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,248,from,tracks,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,250,from,profiles,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,267,from,ai_tracks,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,276,from,profiles,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,289,from,tracks,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,311,from,music_challenges,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,316,from,challenge_entries,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,363,from,music_challenges,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,385,from,challenge_entries,SELECT,lecture applicative normale
B,lib/musicChallenges.ts,394,from,challenge_entries,UPSERT,mutation applicative normale
A,lib/musicChallenges.ts,414,from,ai_tracks,SELECT,lecture applicative normale
A,lib/musicChallenges.ts,422,from,tracks,SELECT,lecture applicative normale
A,lib/musicClips.ts,76,from,user_follows,SELECT,lecture applicative normale
A,lib/musicClips.ts,102,from,ai_tracks,SELECT,lecture applicative normale
A,lib/musicClips.ts,111,from,profiles,SELECT,lecture applicative normale
A,lib/musicClips.ts,150,from,tracks,SELECT,lecture applicative normale
A,lib/musicClips.ts,278,from,tracks,SELECT,lecture applicative normale
A,lib/musicClips.ts,284,from,ai_tracks,SELECT,lecture applicative normale
A,lib/musicClips.ts,294,from,profiles,SELECT,lecture applicative normale
A,lib/musicClips.ts,303,from,user_follows,SELECT,lecture applicative normale
A,lib/musicClips.ts,402,from,music_clips,SELECT,lecture applicative normale
A,lib/notifications.ts,113,from,notification_preferences,SELECT,lecture applicative normale
A,lib/notifications.ts,134,from,notifications,SELECT,lecture applicative normale
B,lib/notifications.ts,178,from,notifications,INSERT,mutation applicative normale
B,lib/notifications.ts,199,from,notifications,INSERT,mutation applicative normale
A,lib/notifications.ts,262,from,push_subscriptions,SELECT,lecture applicative normale
B,lib/notifications.ts,297,from,push_subscriptions,DELETE,mutation applicative normale
A,lib/notifications.ts,306,from,push_subscriptions,SELECT,lecture applicative normale
B,lib/notifications.ts,346,from,push_subscriptions,UPDATE,mutation applicative normale
B,lib/notifications.ts,355,from,push_subscriptions,UPDATE,mutation applicative normale
B,lib/notifications.ts,369,from,push_subscriptions,DELETE,mutation applicative normale
B,lib/notifications.ts,380,from,push_subscriptions,UPDATE,mutation applicative normale
B,lib/notifications.ts,392,from,push_subscriptions,UPDATE,mutation applicative normale
A,lib/notifications.ts,408,from,profiles,SELECT,lecture applicative normale
B,lib/notifications.ts,425,from,admin_broadcasts,INSERT,mutation applicative normale
B,lib/notifications.ts,631,from,notifications,UPDATE,mutation applicative normale
A,lib/publicTracks.ts,118,from,playlist_tracks,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,123,from,tracks,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,132,from,tracks,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,137,from,tracks,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,142,from,tracks,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,148,from,ai_tracks,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,164,from,track_stats_rolling_30d,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,169,from,track_events,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,176,from,active_track_boosts,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,197,from,tracks,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,218,from,profiles,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,224,from,comments,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,227,from,playlist_tracks,SELECT,lecture applicative normale
A,lib/recommendation/candidates.ts,230,from,track_moment_reactions,SELECT,lecture applicative normale
A,lib/remixServer.ts,50,from,user_follows,SELECT,lecture applicative normale
A,lib/remixServer.ts,77,from,ai_tracks,SELECT,lecture applicative normale
A,lib/remixServer.ts,86,from,profiles,SELECT,lecture applicative normale
A,lib/remixServer.ts,124,from,tracks,SELECT,lecture applicative normale
A,lib/remixServer.ts,180,from,ai_generations,SELECT,lecture applicative normale
A,lib/remixServer.ts,202,from,ai_tracks,SELECT,lecture applicative normale
B,lib/remixServer.ts,221,from,track_remixes,UPSERT,mutation applicative normale
B,lib/remixServer.ts,232,from,track_remixes,UPSERT,mutation applicative normale
A,lib/remixServer.ts,243,from,track_remixes,SELECT,lecture applicative normale
B,lib/remixServer.ts,252,from,track_remixes,UPDATE,mutation applicative normale
B,lib/remixServer.ts,266,from,track_remixes,UPDATE,mutation applicative normale
A,lib/remixServer.ts,293,from,track_remixes,SELECT,lecture applicative normale
A,lib/remixServer.ts,297,from,track_remixes,SELECT,lecture applicative normale
A,lib/remixServer.ts,329,from,track_remixes,SELECT,lecture applicative normale
