schema_name,relation_name,relation_kind,owner,persistence,rls_enabled,rls_forced,relation_options,estimated_rows,total_bytes,acl
public,user_booster_daily,table,postgres,p,f,f,,6,24576,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,user_booster_open_history,table,postgres,p,f,f,,105,98304,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,user_booster_pack_claims,table,postgres,p,f,f,,9,49152,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,user_booster_pity,table,postgres,p,f,f,,3,24576,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,user_boosters,table,postgres,p,f,f,,141,106496,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,user_daily_spin,table,postgres,p,t,f,,-1,8192,"{postgres=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,user_daily_spin_history,table,postgres,p,t,f,,-1,24576,"{postgres=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,user_follows,table,postgres,p,f,f,,32,73728,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,user_missions,table,postgres,p,f,f,,38,57344,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,user_quotas,table,postgres,p,t,f,,2,73728,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,users,table,postgres,p,f,f,,4,32768,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,waiting_list,table,postgres,p,t,f,,-1,49152,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,track_stats_daily,view,postgres,p,f,f,,-1,,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,track_stats_rolling_30d,view,postgres,p,f,f,,-1,,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
public,track_traffic_sources_30d,view,postgres,p,f,f,,-1,,"{postgres=arwdDxtm/postgres,anon=arwdDxtm/postgres,authenticated=arwdDxtm/postgres,service_role=arwdDxtm/postgres,synaura_app=arwd/postgres}"
realtime,user_defined_filter,composite_type,supabase_realtime_admin,p,f,f,,-1,,
realtime,wal_column,composite_type,supabase_realtime_admin,p,f,f,,-1,,
realtime,wal_rls,composite_type,supabase_realtime_admin,p,f,f,,-1,,
realtime,messages,partitioned_table,supabase_realtime_admin,p,t,f,,-1,0,"{supabase_realtime_admin=arwdDxtm/supabase_realtime_admin,postgres=arwdDxtm/supabase_realtime_admin,dashboard_user=arwdDxtm/supabase_realtime_admin,anon=arw/supabase_realtime_admin,authenticated=arw/supabase_realtime_admin,service_role=arw/supabase_realtime_admin}"
realtime,subscription_id_seq,sequence,supabase_realtime_admin,p,f,f,,1,,"{supabase_realtime_admin=rwU/supabase_realtime_admin,postgres=rwU/supabase_realtime_admin,dashboard_user=rwU/supabase_realtime_admin,anon=U/supabase_realtime_admin,authenticated=U/supabase_realtime_admin,service_role=U/supabase_realtime_admin}"
realtime,messages_2026_07_31,table,supabase_realtime_admin,p,f,f,,-1,24576,"{supabase_realtime_admin=arwdDxtm/supabase_realtime_admin,postgres=arwdDxtm/supabase_realtime_admin,dashboard_user=arwdDxtm/supabase_realtime_admin}"
realtime,messages_2026_08_01,table,supabase_realtime_admin,p,f,f,,-1,24576,"{supabase_realtime_admin=arwdDxtm/supabase_realtime_admin,postgres=arwdDxtm/supabase_realtime_admin,dashboard_user=arwdDxtm/supabase_realtime_admin}"
realtime,messages_2026_08_02,table,supabase_realtime_admin,p,f,f,,-1,24576,"{supabase_realtime_admin=arwdDxtm/supabase_realtime_admin,postgres=arwdDxtm/supabase_realtime_admin,dashboard_user=arwdDxtm/supabase_realtime_admin}"
realtime,messages_2026_08_03,table,supabase_realtime_admin,p,f,f,,-1,24576,"{supabase_realtime_admin=arwdDxtm/supabase_realtime_admin,postgres=arwdDxtm/supabase_realtime_admin,dashboard_user=arwdDxtm/supabase_realtime_admin}"
realtime,messages_2026_08_04,table,supabase_realtime_admin,p,f,f,,-1,24576,"{supabase_realtime_admin=arwdDxtm/supabase_realtime_admin,postgres=arwdDxtm/supabase_realtime_admin,dashboard_user=arwdDxtm/supabase_realtime_admin}"
realtime,messages_2026_08_05,table,supabase_realtime_admin,p,f,f,,-1,24576,"{supabase_realtime_admin=arwdDxtm/supabase_realtime_admin,postgres=arwdDxtm/supabase_realtime_admin,dashboard_user=arwdDxtm/supabase_realtime_admin}"
realtime,messages_2026_08_06,table,supabase_realtime_admin,p,f,f,,-1,24576,"{supabase_realtime_admin=arwdDxtm/supabase_realtime_admin,postgres=arwdDxtm/supabase_realtime_admin,dashboard_user=arwdDxtm/supabase_realtime_admin}"
realtime,schema_migrations,table,supabase_admin,p,f,f,,81,24576,
realtime,subscription,table,supabase_realtime_admin,p,f,f,,-1,32768,"{supabase_realtime_admin=arwdDxtm/supabase_realtime_admin,postgres=arwdDxtm/supabase_realtime_admin,dashboard_user=arwdDxtm/supabase_realtime_admin,anon=r/supabase_realtime_admin,authenticated=r/supabase_realtime_admin,service_role=r/supabase_realtime_admin}"
storage,buckets,table,supabase_storage_admin,p,t,f,,2,49152,"{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"
storage,buckets_analytics,table,supabase_storage_admin,p,t,f,,-1,24576,"{supabase_storage_admin=arwdDxtm/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin}"
storage,buckets_vectors,table,supabase_storage_admin,p,t,f,,-1,16384,"{supabase_storage_admin=arwdDxtm/supabase_storage_admin,service_role=r/supabase_storage_admin,authenticated=r/supabase_storage_admin,anon=r/supabase_storage_admin}"
storage,migrations,table,supabase_storage_admin,p,t,f,,61,40960,
storage,objects,table,supabase_storage_admin,p,t,f,,79,155648,"{supabase_storage_admin=a*r*w*d*D*x*t*m*/supabase_storage_admin,anon=arwdDxtm/supabase_storage_admin,authenticated=arwdDxtm/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,postgres=a*r*w*d*D*x*t*m*/supabase_storage_admin}"
storage,s3_multipart_uploads,table,supabase_storage_admin,p,t,f,,-1,24576,"{supabase_storage_admin=arwdDxtm/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=r/supabase_storage_admin,anon=r/supabase_storage_admin}"
storage,s3_multipart_uploads_parts,table,supabase_storage_admin,p,t,f,,-1,16384,"{supabase_storage_admin=arwdDxtm/supabase_storage_admin,service_role=arwdDxtm/supabase_storage_admin,authenticated=r/supabase_storage_admin,anon=r/supabase_storage_admin}"
storage,vector_indexes,table,supabase_storage_admin,p,t,f,,-1,24576,"{supabase_storage_admin=arwdDxtm/supabase_storage_admin,service_role=r/supabase_storage_admin,authenticated=r/supabase_storage_admin,anon=r/supabase_storage_admin}"
supabase_migrations,schema_migrations,table,postgres,p,f,f,,16,131072,
