schema_name,table_name,constraint_name,constraint_type,definition,is_validated,is_deferrable,initially_deferred
public,forum_post_likes,forum_post_likes_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,forum_post_likes,forum_post_likes_post_id_user_id_key,unique,"UNIQUE (post_id, user_id)",t,f,f
public,forum_posts,forum_posts_category_check,check,"CHECK (category::text = ANY (ARRAY['question'::character varying::text, 'suggestion'::character varying::text, 'bug'::character varying::text, 'general'::character varying::text]))",t,f,f
public,forum_posts,forum_posts_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,forum_posts,forum_posts_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,forum_replies,forum_replies_post_id_fkey,foreign_key,FOREIGN KEY (post_id) REFERENCES forum_posts(id) ON DELETE CASCADE,t,f,f
public,forum_replies,forum_replies_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,forum_replies,forum_replies_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,forum_reply_likes,forum_reply_likes_reply_id_fkey,foreign_key,FOREIGN KEY (reply_id) REFERENCES forum_replies(id) ON DELETE CASCADE,t,f,f
public,forum_reply_likes,forum_reply_likes_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,forum_reply_likes,forum_reply_likes_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,forum_reply_likes,forum_reply_likes_reply_id_user_id_key,unique,"UNIQUE (reply_id, user_id)",t,f,f
public,friendships,friendships_distinct_users,check,CHECK (user_id <> friend_id),t,f,f
public,friendships,friendships_friend_id_fkey,foreign_key,FOREIGN KEY (friend_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,friendships,friendships_source_request_id_fkey,foreign_key,FOREIGN KEY (source_request_id) REFERENCES message_requests(id) ON DELETE SET NULL,t,f,f
public,friendships,friendships_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,friendships,friendships_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,friendships,friendships_unique_pair,unique,"UNIQUE (user_id, friend_id)",t,f,f
public,message_attachments,message_attachments_attachment_type_check,check,"CHECK (attachment_type = ANY (ARRAY['image'::text, 'video'::text, 'audio'::text, 'file'::text]))",t,f,f
public,message_attachments,message_attachments_duration_positive,check,CHECK (duration_ms IS NULL OR duration_ms >= 0),t,f,f
public,message_attachments,message_attachments_position_positive,check,"CHECK (""position"" >= 0)",t,f,f
public,message_attachments,message_attachments_size_positive,check,CHECK (size_bytes IS NULL OR size_bytes >= 0),t,f,f
public,message_attachments,message_attachments_conversation_id_fkey,foreign_key,FOREIGN KEY (conversation_id) REFERENCES conversations(id) ON DELETE CASCADE,t,f,f
public,message_attachments,message_attachments_message_id_fkey,foreign_key,FOREIGN KEY (message_id) REFERENCES messages(id) ON DELETE CASCADE,t,f,f
public,message_attachments,message_attachments_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,message_attachments,message_attachments_unique_position,unique,"UNIQUE (message_id, ""position"")",t,f,f
public,message_hidden_users,message_hidden_users_message_id_fkey,foreign_key,FOREIGN KEY (message_id) REFERENCES messages(id) ON DELETE CASCADE,t,f,f
public,message_hidden_users,message_hidden_users_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,message_hidden_users,message_hidden_users_pkey,primary_key,"PRIMARY KEY (message_id, user_id)",t,f,f
public,message_pins,message_pins_conversation_id_fkey,foreign_key,FOREIGN KEY (conversation_id) REFERENCES conversations(id) ON DELETE CASCADE,t,f,f
public,message_pins,message_pins_message_id_fkey,foreign_key,FOREIGN KEY (message_id) REFERENCES messages(id) ON DELETE CASCADE,t,f,f
public,message_pins,message_pins_pinned_by_fkey,foreign_key,FOREIGN KEY (pinned_by) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,message_pins,message_pins_pkey,primary_key,"PRIMARY KEY (conversation_id, message_id)",t,f,f
public,message_reactions,message_reactions_reaction_check,check,"CHECK (reaction = ANY (ARRAY['heart'::text, 'fire'::text, 'wow'::text, 'support'::text, 'laugh'::text]))",t,f,f
public,message_reactions,message_reactions_conversation_id_fkey,foreign_key,FOREIGN KEY (conversation_id) REFERENCES conversations(id) ON DELETE CASCADE,t,f,f
public,message_reactions,message_reactions_message_id_fkey,foreign_key,FOREIGN KEY (message_id) REFERENCES messages(id) ON DELETE CASCADE,t,f,f
public,message_reactions,message_reactions_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,message_reactions,message_reactions_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,message_reactions,message_reactions_one_per_user,unique,"UNIQUE (message_id, user_id)",t,f,f
public,message_requests,message_requests_status_check,check,"CHECK (status::text = ANY (ARRAY['pending'::character varying::text, 'accepted'::character varying::text, 'rejected'::character varying::text, 'cancelled'::character varying::text]))",t,f,f
public,message_requests,message_requests_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,message_requests,message_requests_requester_id_target_id_key,unique,"UNIQUE (requester_id, target_id)",t,f,f
public,messages,messages_conversation_id_fkey,foreign_key,FOREIGN KEY (conversation_id) REFERENCES conversations(id) ON DELETE CASCADE,t,f,f
public,messages,messages_room_id_fkey,foreign_key,FOREIGN KEY (room_id) REFERENCES conversation_rooms(id) ON DELETE SET NULL,t,f,f
public,messages,messages_sender_id_fkey,foreign_key,FOREIGN KEY (sender_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,messages,messages_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,meteo_alerts,meteo_alerts_severity_check,check,"CHECK (severity = ANY (ARRAY['info'::text, 'warning'::text, 'danger'::text, 'critical'::text]))",t,f,f
public,meteo_alerts,meteo_alerts_sent_by_fkey,foreign_key,FOREIGN KEY (sent_by) REFERENCES meteo_team_members(id),t,f,f
public,meteo_alerts,meteo_alerts_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,meteo_bulletins,meteo_bulletins_status_check,check,"CHECK (status = ANY (ARRAY['draft'::text, 'published'::text, 'scheduled'::text]))",t,f,f
public,meteo_bulletins,meteo_bulletins_author_id_fkey,foreign_key,FOREIGN KEY (author_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,meteo_bulletins,meteo_bulletins_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,meteo_comments,meteo_comments_bulletin_id_fkey,foreign_key,FOREIGN KEY (bulletin_id) REFERENCES meteo_bulletins(id) ON DELETE CASCADE,t,f,f
public,meteo_comments,meteo_comments_parent_id_fkey,foreign_key,FOREIGN KEY (parent_id) REFERENCES meteo_comments(id) ON DELETE CASCADE,t,f,f
public,meteo_comments,meteo_comments_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,meteo_comments,meteo_comments_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,meteo_reactions,meteo_reactions_type_check,check,"CHECK (type = ANY (ARRAY['like'::text, 'useful'::text, 'share'::text]))",t,f,f
public,meteo_reactions,meteo_reactions_bulletin_id_fkey,foreign_key,FOREIGN KEY (bulletin_id) REFERENCES meteo_bulletins(id) ON DELETE CASCADE,t,f,f
public,meteo_reactions,meteo_reactions_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,meteo_reactions,meteo_reactions_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,meteo_reactions,meteo_reactions_bulletin_id_user_id_type_key,unique,"UNIQUE (bulletin_id, user_id, type)",t,f,f
public,meteo_settings,meteo_settings_updated_by_fkey,foreign_key,FOREIGN KEY (updated_by) REFERENCES auth.users(id),t,f,f
public,meteo_settings,meteo_settings_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,meteo_settings,meteo_settings_key_key,unique,UNIQUE (key),t,f,f
public,meteo_team_members,meteo_team_members_role_check,check,"CHECK (role = ANY (ARRAY['admin'::text, 'moderator'::text, 'contributor'::text]))",t,f,f
public,meteo_team_members,meteo_team_members_status_check,check,"CHECK (status = ANY (ARRAY['active'::text, 'pending'::text, 'revoked'::text]))",t,f,f
public,meteo_team_members,meteo_team_members_invited_by_fkey,foreign_key,FOREIGN KEY (invited_by) REFERENCES auth.users(id),t,f,f
public,meteo_team_members,meteo_team_members_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,meteo_team_members,meteo_team_members_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,meteo_team_members,meteo_team_members_user_id_key,unique,UNIQUE (user_id),t,f,f
public,meteo_views,meteo_views_bulletin_id_fkey,foreign_key,FOREIGN KEY (bulletin_id) REFERENCES meteo_bulletins(id) ON DELETE CASCADE,t,f,f
public,meteo_views,meteo_views_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,missions,missions_goal_type_check,check,"CHECK (goal_type = ANY (ARRAY['plays'::text, 'likes'::text, 'shares'::text, 'boosts'::text]))",t,f,f
public,missions,missions_threshold_check,check,CHECK (threshold > 0),t,f,f
public,missions,missions_reward_booster_id_fkey,foreign_key,FOREIGN KEY (reward_booster_id) REFERENCES boosters(id) ON DELETE SET NULL,t,f,f
public,missions,missions_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,missions,missions_key_key,unique,UNIQUE (key),t,f,f
public,music_challenges,music_challenges_club_slug_check,check,"CHECK (club_slug = ANY (ARRAY['feedback'::text, 'collab'::text, 'remix'::text, 'ai'::text]))",t,f,f
public,music_challenges,music_challenges_content_type_check,check,"CHECK (content_type = ANY (ARRAY['clip'::text, 'variation'::text, 'track'::text, 'open'::text]))",t,f,f
public,music_challenges,music_challenges_source_track_type_check,check,"CHECK (source_track_type = ANY (ARRAY['track'::text, 'ai_track'::text]))",t,f,f
public,music_challenges,music_challenges_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,music_clips,music_clips_comments_check,check,CHECK (comments_count >= 0),t,f,f
public,music_clips,music_clips_duration_check,check,CHECK (source_track_duration_seconds >= 15 AND source_track_duration_seconds <= 60),t,f,f
public,music_clips,music_clips_likes_check,check,CHECK (likes_count >= 0),t,f,f
public,music_clips,music_clips_offset_check,check,CHECK (source_track_offset_seconds >= 0),t,f,f
public,music_clips,music_clips_source_track_type_check,check,"CHECK (source_track_type = ANY (ARRAY['track'::text, 'ai_track'::text]))",t,f,f
public,music_clips,music_clips_visibility_check,check,"CHECK (visibility = ANY (ARRAY['draft'::text, 'published'::text, 'hidden'::text]))",t,f,f
public,music_clips,music_clips_creator_id_fkey,foreign_key,FOREIGN KEY (creator_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,music_clips,music_clips_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,notification_preferences,notification_preferences_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,notification_preferences,notification_preferences_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,notification_preferences,notification_preferences_user_id_key,unique,UNIQUE (user_id),t,f,f
public,notifications,notifications_sender_id_fkey,foreign_key,FOREIGN KEY (sender_id) REFERENCES profiles(id) ON DELETE SET NULL,t,f,f
public,notifications,notifications_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,notifications,notifications_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,password_resets,password_resets_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,password_resets,password_resets_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,payments,payments_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,payments,payments_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,payments,payments_stripe_payment_intent_id_key,unique,UNIQUE (stripe_payment_intent_id),t,f,f
public,play_stats,play_stats_track_id_fkey,foreign_key,FOREIGN KEY (track_id) REFERENCES tracks(id) ON DELETE CASCADE,t,f,f
public,play_stats,play_stats_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE SET NULL,t,f,f
public,play_stats,play_stats_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,playlist_tracks,playlist_tracks_playlist_id_fkey,foreign_key,FOREIGN KEY (playlist_id) REFERENCES playlists(id) ON DELETE CASCADE,t,f,f
public,playlist_tracks,playlist_tracks_track_id_fkey,foreign_key,FOREIGN KEY (track_id) REFERENCES tracks(id) ON DELETE CASCADE,t,f,f
public,playlist_tracks,playlist_tracks_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,playlist_tracks,playlist_tracks_playlist_id_track_id_key,unique,"UNIQUE (playlist_id, track_id)",t,f,f
public,playlists,playlists_creator_id_fkey,foreign_key,FOREIGN KEY (creator_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,playlists,playlists_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,post_comments,post_comments_post_id_fkey,foreign_key,FOREIGN KEY (post_id) REFERENCES creator_posts(id) ON DELETE CASCADE,t,f,f
public,post_comments,post_comments_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,post_comments,post_comments_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,post_likes,post_likes_post_id_fkey,foreign_key,FOREIGN KEY (post_id) REFERENCES creator_posts(id) ON DELETE CASCADE,t,f,f
public,post_likes,post_likes_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,post_likes,post_likes_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,post_likes,post_likes_post_id_user_id_key,unique,"UNIQUE (post_id, user_id)",t,f,f
public,profiles,profiles_id_fkey,foreign_key,FOREIGN KEY (id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,profiles,profiles_referred_by_fkey,foreign_key,FOREIGN KEY (referred_by) REFERENCES profiles(id),t,f,f
public,profiles,profiles_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,profiles,profiles_email_key,unique,UNIQUE (email),t,f,f
public,profiles,profiles_referral_code_key,unique,UNIQUE (referral_code),t,f,f
public,profiles,profiles_username_key,unique,UNIQUE (username),t,f,f
public,push_subscriptions,push_subscriptions_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,push_subscriptions,push_subscriptions_user_id_endpoint_key,unique,"UNIQUE (user_id, endpoint)",t,f,f
public,recommendation_impressions,recommendation_impressions_content_type_check,check,"CHECK (content_type = ANY (ARRAY['track'::text, 'post'::text, 'clip'::text]))",t,f,f
public,recommendation_impressions,recommendation_impressions_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,referrals,referrals_referred_id_fkey,foreign_key,FOREIGN KEY (referred_id) REFERENCES profiles(id),t,f,f
public,referrals,referrals_referrer_id_fkey,foreign_key,FOREIGN KEY (referrer_id) REFERENCES profiles(id),t,f,f
public,referrals,referrals_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,referrals,referrals_referred_id_key,unique,UNIQUE (referred_id),t,f,f
public,star_academy_applications,star_academy_applications_age_check,check,CHECK (age >= 13 AND age <= 99),t,f,f
public,star_academy_applications,star_academy_applications_status_check,check,"CHECK (status = ANY (ARRAY['pending'::text, 'reviewing'::text, 'accepted'::text, 'rejected'::text]))",t,f,f
public,star_academy_applications,star_academy_applications_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE SET NULL,t,f,f
public,star_academy_applications,star_academy_applications_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,star_academy_applications,star_academy_applications_email_key,unique,UNIQUE (email),t,f,f
public,star_academy_applications,star_academy_applications_tracking_token_key,unique,UNIQUE (tracking_token),t,f,f
public,star_academy_config,star_academy_config_pkey,primary_key,PRIMARY KEY (key),t,f,f
public,star_academy_staff_applications,star_academy_staff_applications_age_check,check,CHECK (age >= 18 AND age <= 99),t,f,f
public,star_academy_staff_applications,star_academy_staff_applications_role_check,check,"CHECK (role = ANY (ARRAY['coach_vocal'::text, 'coach_scenique'::text, 'direction_musicale'::text, 'jury'::text, 'production'::text, 'autre'::text]))",t,f,f
public,star_academy_staff_applications,star_academy_staff_applications_status_check,check,"CHECK (status = ANY (ARRAY['pending'::text, 'reviewing'::text, 'accepted'::text, 'rejected'::text]))",t,f,f
public,star_academy_staff_applications,star_academy_staff_applications_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE SET NULL,t,f,f
public,star_academy_staff_applications,star_academy_staff_applications_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,star_academy_staff_applications,star_academy_staff_applications_email_key,unique,UNIQUE (email),t,f,f
public,star_academy_staff_applications,star_academy_staff_applications_tracking_token_key,unique,UNIQUE (tracking_token),t,f,f
public,subscriptions,subscriptions_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,subscriptions,subscriptions_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,subscriptions,subscriptions_stripe_subscription_id_key,unique,UNIQUE (stripe_subscription_id),t,f,f
public,support_tickets,support_tickets_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id),t,f,f
public,support_tickets,support_tickets_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,synaura_tv_settings,synaura_tv_settings_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,track_events,track_events_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,track_likes,track_likes_track_id_fkey,foreign_key,FOREIGN KEY (track_id) REFERENCES tracks(id) ON DELETE CASCADE,t,f,f
public,track_likes,track_likes_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,track_likes,track_likes_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,track_likes,track_likes_track_id_user_id_key,unique,"UNIQUE (track_id, user_id)",t,f,f
public,track_moment_reactions,track_moment_reactions_reaction_type_check,check,"CHECK (reaction_type = ANY (ARRAY['drop'::text, 'emotional'::text, 'mindblown'::text, 'favorite'::text, 'vocals'::text, 'production'::text]))",t,f,f
public,track_moment_reactions,track_moment_reactions_timestamp_seconds_check,check,CHECK (timestamp_seconds >= 0::numeric),t,f,f
public,track_moment_reactions,track_moment_reactions_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,track_remixes,track_remixes_child_track_type_check,check,"CHECK (child_track_type = ANY (ARRAY['track'::text, 'ai_track'::text]))",t,f,f
public,track_remixes,track_remixes_remix_type_check,check,CHECK (remix_type = 'ai_variation'::text),t,f,f
public,track_remixes,track_remixes_source_track_type_check,check,"CHECK (source_track_type = ANY (ARRAY['track'::text, 'ai_track'::text]))",t,f,f
public,track_remixes,track_remixes_status_check,check,"CHECK (status = ANY (ARRAY['draft'::text, 'pending_approval'::text, 'published'::text, 'rejected'::text]))",t,f,f
public,track_remixes,track_remixes_challenge_id_fkey,foreign_key,FOREIGN KEY (challenge_id) REFERENCES music_challenges(id) ON DELETE SET NULL,t,f,f
public,track_remixes,track_remixes_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,track_stats,track_stats_pkey,primary_key,PRIMARY KEY (track_id),t,f,f
public,track_views,track_views_track_id_fkey,foreign_key,FOREIGN KEY (track_id) REFERENCES tracks(id) ON DELETE CASCADE,t,f,f
public,track_views,track_views_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,track_views,track_views_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,track_views,track_views_user_id_track_id_viewed_date_key,unique,"UNIQUE (user_id, track_id, viewed_date)",t,f,f
public,track_waveforms,track_waveforms_duration_check,check,CHECK (duration > 0::numeric),t,f,f
public,track_waveforms,track_waveforms_track_type_check,check,"CHECK (track_type = ANY (ARRAY['track'::text, 'ai_track'::text]))",t,f,f
public,track_waveforms,track_waveforms_pkey,primary_key,"PRIMARY KEY (track_id, track_type)",t,f,f
public,tracks,tracks_remix_visibility_check,check,"CHECK (remix_visibility = ANY (ARRAY['everyone'::text, 'followers'::text, 'disabled'::text]))",t,f,f
public,tracks,tracks_creator_id_fkey,foreign_key,FOREIGN KEY (creator_id) REFERENCES profiles(id) ON DELETE SET NULL,t,f,f
public,tracks,tracks_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,tracks,tracks_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,user_blocks,user_blocks_distinct_users,check,CHECK (blocker_id <> blocked_id),t,f,f
public,user_blocks,user_blocks_blocked_id_fkey,foreign_key,FOREIGN KEY (blocked_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,user_blocks,user_blocks_blocker_id_fkey,foreign_key,FOREIGN KEY (blocker_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,user_blocks,user_blocks_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,user_blocks,user_blocks_unique_pair,unique,"UNIQUE (blocker_id, blocked_id)",t,f,f
public,user_booster_daily,user_booster_daily_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,user_booster_daily,user_booster_daily_pkey,primary_key,PRIMARY KEY (user_id),t,f,f
public,user_booster_open_history,user_booster_open_history_booster_id_fkey,foreign_key,FOREIGN KEY (booster_id) REFERENCES boosters(id) ON DELETE SET NULL,t,f,f
public,user_booster_open_history,user_booster_open_history_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,user_booster_open_history,user_booster_open_history_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,user_booster_pack_claims,user_booster_pack_claims_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,user_booster_pack_claims,user_booster_pack_claims_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,user_booster_pity,user_booster_pity_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,user_booster_pity,user_booster_pity_pkey,primary_key,PRIMARY KEY (user_id),t,f,f
public,user_boosters,user_boosters_status_check,check,"CHECK (status = ANY (ARRAY['owned'::text, 'used'::text]))",t,f,f
public,user_boosters,user_boosters_booster_id_fkey,foreign_key,FOREIGN KEY (booster_id) REFERENCES boosters(id) ON DELETE RESTRICT,t,f,f
public,user_boosters,user_boosters_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,user_boosters,user_boosters_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,user_daily_spin,user_daily_spin_streak_check,check,CHECK (streak >= 0),t,f,f
public,user_daily_spin,user_daily_spin_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,user_daily_spin,user_daily_spin_pkey,primary_key,PRIMARY KEY (user_id),t,f,f
public,user_daily_spin_history,user_daily_spin_history_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,user_daily_spin_history,user_daily_spin_history_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,user_follows,user_follows_follower_id_fkey,foreign_key,FOREIGN KEY (follower_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,user_follows,user_follows_following_id_fkey,foreign_key,FOREIGN KEY (following_id) REFERENCES profiles(id) ON DELETE CASCADE,t,f,f
public,user_follows,user_follows_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,user_follows,user_follows_follower_id_following_id_key,unique,"UNIQUE (follower_id, following_id)",t,f,f
public,user_missions,user_missions_mission_id_fkey,foreign_key,FOREIGN KEY (mission_id) REFERENCES missions(id) ON DELETE CASCADE,t,f,f
public,user_missions,user_missions_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,user_missions,user_missions_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,user_quotas,user_quotas_user_id_fkey,foreign_key,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,user_quotas,user_quotas_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,user_quotas,user_quotas_user_id_key,unique,UNIQUE (user_id),t,f,f
public,users,users_subscription_plan_check,check,"CHECK (subscription_plan::text = ANY (ARRAY['free'::character varying::text, 'starter'::character varying::text, 'creator'::character varying::text, 'pro'::character varying::text, 'enterprise'::character varying::text]))",t,f,f
public,users,users_id_fkey,foreign_key,FOREIGN KEY (id) REFERENCES auth.users(id) ON DELETE CASCADE,t,f,f
public,users,users_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,waiting_list,waiting_list_status_check,check,"CHECK (status = ANY (ARRAY['waiting'::text, 'invited'::text, 'accepted'::text]))",t,f,f
public,waiting_list,waiting_list_pkey,primary_key,PRIMARY KEY (id),t,f,f
public,waiting_list,waiting_list_email_key,unique,UNIQUE (email),t,f,f
realtime,messages,messages_payload_exclusive,check,CHECK (payload IS NULL OR binary_payload IS NULL) NOT VALID,f,f,f
realtime,messages,messages_pkey,primary_key,"PRIMARY KEY (id, inserted_at)",t,f,f
realtime,messages_2026_07_31,messages_payload_exclusive,check,CHECK (payload IS NULL OR binary_payload IS NULL),t,f,f
realtime,messages_2026_07_31,messages_2026_07_31_pkey,primary_key,"PRIMARY KEY (id, inserted_at)",t,f,f
realtime,messages_2026_08_01,messages_payload_exclusive,check,CHECK (payload IS NULL OR binary_payload IS NULL),t,f,f
realtime,messages_2026_08_01,messages_2026_08_01_pkey,primary_key,"PRIMARY KEY (id, inserted_at)",t,f,f
realtime,messages_2026_08_02,messages_payload_exclusive,check,CHECK (payload IS NULL OR binary_payload IS NULL),t,f,f
realtime,messages_2026_08_02,messages_2026_08_02_pkey,primary_key,"PRIMARY KEY (id, inserted_at)",t,f,f
realtime,messages_2026_08_03,messages_payload_exclusive,check,CHECK (payload IS NULL OR binary_payload IS NULL),t,f,f
realtime,messages_2026_08_03,messages_2026_08_03_pkey,primary_key,"PRIMARY KEY (id, inserted_at)",t,f,f
realtime,messages_2026_08_04,messages_payload_exclusive,check,CHECK (payload IS NULL OR binary_payload IS NULL),t,f,f
realtime,messages_2026_08_04,messages_2026_08_04_pkey,primary_key,"PRIMARY KEY (id, inserted_at)",t,f,f
realtime,messages_2026_08_05,messages_payload_exclusive,check,CHECK (payload IS NULL OR binary_payload IS NULL),t,f,f
realtime,messages_2026_08_05,messages_2026_08_05_pkey,primary_key,"PRIMARY KEY (id, inserted_at)",t,f,f
realtime,messages_2026_08_06,messages_payload_exclusive,check,CHECK (payload IS NULL OR binary_payload IS NULL),t,f,f
realtime,messages_2026_08_06,messages_2026_08_06_pkey,primary_key,"PRIMARY KEY (id, inserted_at)",t,f,f
realtime,schema_migrations,schema_migrations_pkey,primary_key,PRIMARY KEY (version),t,f,f
realtime,subscription,subscription_action_filter_check,check,"CHECK (action_filter = ANY (ARRAY['*'::text, 'INSERT'::text, 'UPDATE'::text, 'DELETE'::text]))",t,f,f
realtime,subscription,pk_subscription,primary_key,PRIMARY KEY (id),t,f,f
storage,buckets,buckets_pkey,primary_key,PRIMARY KEY (id),t,f,f
